,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532202,-1.6257996059973574,1.048152463787999,0.9356890228558182,-0.9173971911208593,1.0277828016346329,-0.831538756846818,-1.471237839221267,0.5151837567101317,0.4494978061058394,-1.2428653296897922,-0.16977154173893697,-0.8593278959332763,-0.26310506017286434,1.3611262092671113,-0.6554178052059602,0.8885248839463702,0.09972378231788234,-0.470607061645991,0.012551823372858217,0.19236575834512568,0.19905456065958965,-0.5028907362905349,0.22833715281575778,-0.35274428851833134,3
1,-4.356073800672286,-0.06828908459610376,2.0161738789592567,1.5167825598014224,0.4188641500881875,-0.5825346369820577,-1.714893885369853,0.026680837075227178,0.9852777261265644,0.830724604010553,-1.7235565666115567,1.1714812044902976,0.2655749883633317,0.27642533124813545,0.13361474257891476,-0.15766363626193552,0.5058845381894712,-0.3591341959211352,0.4208030464384835,-0.929058016324824,-0.4950405840809828,0.3060185486383488,-0.8883671294954547,-0.23723598586236552,-0.7100424708480815,3
2,-4.243180593897781,2.5609616211014363,4.363071909949579,-0.18253227544735107,-1.7738799941323413,-0.3628731387993242,-0.43152756794126673,1.3080317997112432,0.44978089644765223,1.9575299671387807,0.18935495979815553,2.290069103793413,-1.197807588810336,0.13115984063525885,0.7868889415959636,-1.2679364705251381,-0.6246276084927433,0.5046827453753999,0.5591949379479788,0.08161800299328885,-0.2560915179478386,-0.242872287369924,-0.43472444005324096,-0.3567238250732765,0.6469960383195559,4
3,3.013748482440463,0.7259831169811188,2.3266720730715336,3.288182786445374,2.3095736025669256,1.9099851671963881,1.0831191552109858,-0.2267864757241699,-0.11298768769645731,-0.19113155606156154,-0.13919677632123553,-1.4086158340271686,-0.3840199009641981,1.1510026166434308,0.5049615044176801,1.558103681589934,-0.2735009921864578,0.8912814596989329,-1.53358288203895,0.7000661880153841,0.11340176353335031,-0.18643848269770616,-0.5660170999849284,-0.06606873024934887,-0.5000483553247232,3
4,-4.246564872071697,5.966600449714772,-0.24630205734891925,0.7899785226475754,2.096761255503177,-1.7123393665878222,0.7690247723747581,-0.5169497160801361,0.7885774242556343,1.1256382610100204,-1.6424601310550044,0.14282769628746197,-0.7278650435412033,-0.05162604892067305,-1.5095159285817072,0.6522736700912982,0.6141788039500292,-0.295792847539598,0.9704685562329787,-1.1799837743718729,0.7938592310678649,-0.10704606740134692,-0.21816737377284476,0.4569728980536985,-0.14789420816694512,3
5,-3.3372510087890257,-1.7363754334268018,1.090928120298818,-0.37378950393032134,-1.483869032259973,-0.5640975174226528,-1.7118322330668951,1.1776294475661468,0.27605631174327605,1.330752466379747,2.013072131648377,1.6792984160898485,1.543133422860184,0.10692917646756668,1.1925520596630037,0.6094781185388348,0.3229102723097005,-0.060244851084942215,-0.6781069783718681,1.1507121027331049,0.3256114683341408,-0.2504169129548601,-0.30822053143152284,0.4110454907506139,-0.09073593361741328,4
6,-0.34280111047220146,4.416655794839527,-1.3269348641361796,1.2799355562059826,-0.5828017018310345,-0.08167674561636118,-0.8570998142442897,-0.5981980664046875,0.9379436495837267,0.311266298427852,-1.1253899957987854,1.3321507355826516,-0.4790621084845519,-0.38933777175656825,-1.7873726922709785,-0.529151332017944,0.48904061993254955,-0.25843172245374935,0.8835046382509143,-0.7605468075424952,0.66044330146662,0.09113044461021719,-0.35461009598463245,0.4312595060595572,-0.21099707709516563,3
7,-3.284098380596804,3.9887517004497792,0.05900996699948552,-0.7409361204629089,-1.7106819493696532,-2.7414041449332704,0.5668557439105916,-1.4675847954853019,-0.9256534439597468,-1.0324167444944932,1.5705815935034237,0.6504429673448171,0.8048971414545203,-0.19115177459431715,0.49113856634858843,-0.10986645700827813,-0.9949815396623678,1.6421098015832638,-0.24795161171663044,-0.634497108706286,0.13821034493205742,0.26042259462460915,0.23486080363240286,-1.1087886991645295,0.36236775703526,3
8,-3.134083109356484,6.285827528876227,0.41512011689116457,-0.8524232283818377,-0.20543842608341092,-1.3144941459083956,1.8319538591093538,1.5641070963637824,-1.6649931352492027,0.5661516853549442,-0.6283400417718685,0.49961702421358317,-0.06452968886226514,0.43537034986826834,1.1202511536948319,-0.877541259526335,-0.21157466017577847,-1.4588475048671852,0.8073654781438921,1.4731041642085119,0.6582076331931174,-0.7957829621579527,0.7759621129459243,-0.15199651985027274,-0.24284074179315304,3
9,-3.297545995820335,1.7473883679807567,-1.4383459893766877,-1.1794552286466486,1.1492139808723176,0.0444559416693342,-2.11958180689364,-0.5466358888723936,0.2102179194760755,-1.3555310609990319,1.2763376127971524,-0.036878426882172695,-0.0028980602253145995,-0.008954432479225055,0.4662378466376232,-0.11151834126570075,-1.0419659987512928,-0.6721838274577243,-0.7561794862356626,-0.18942963572979976,0.26594011206083396,0.07939552040479989,0.6698369065117323,-0.42872396806157476,0.42130169906598797,3
